ano,uf,instituto,periodo_campo,candidato_resultado,ranking_voto_bruto,ranking_pesquisa,share_voto_nominal_calculado,share_pesquisa,erro_estimativa_pp,erro_distancia_corte_pp
2010,AL,Sensus,03-05/09,Eduardo Bonfim (PCdoB),7.0,4.0,0.0058298634767101,0.04457225017972682,3.874238670301672,8.946731052299821
2010,AL,Sensus,03-05/09,Zé Costa (PPS),4.0,5.0,0.0474597371244747,0.030194104960460103,-1.72656321640146,3.345929165596683
2010,AL,Sensus,03-05/09,Afonso Lacerda (PRTB),8.0,6.0,0.0047278591485482,0.0201294033069734,1.54015441584252,6.612646797840668
2010,AL,Sensus,03-05/09,Paulo Nunes (PRTB),6.0,7.0,0.0059803278357803,0.017253774263120056,1.1273446427339757,6.199837024732123
2010,AL,Sensus,03-05/09,Alvaro Vasconscelos (PTB),5.0,8.0,0.0264401183372763,0.012940330697340043,-1.3499787639936256,3.722513618004516
2010,AL,Sensus,03-05/09,Diógenes Paes (PCB),10.0,9.0,0.0,0.007189072609633357,0.7189072609633357,5.791399642961483
2010,AM,Action,11-15/09,Eduardo Braga PMDB,1.0,1.0,0.420690731757751,0.4576271186440678,3.6936386886316788,3.4156556496837958
2010,AM,Action,11-15/09,Vanessa Grazziotin PCdoB,2.0,2.0,0.2288585876896172,0.23163841807909605,0.2779830389478849,0.0
2010,AM,Action,11-15/09,Artur Virgílio Neto PSDB,3.0,3.0,0.2191385935801105,0.22598870056497175,0.6850106984861243,0.4070276595382394
2010,AM,Action,11-15/09,Jefferson Praia PDT,4.0,4.0,0.0827451059081443,0.03954802259887006,-4.319708330927424,-4.597691369875308
2010,AM,Action,11-15/09,Marilene Correia PT,5.0,5.0,0.0459285026073595,0.03389830508474576,-1.2030197522613737,-1.48100279120926
2010,AM,Action,11-15/09,Tarcísio Leão PSTU,7.0,6.0,0.001057363949841,0.005649717514124294,0.4592353564283294,0.18125231748044612
2010,AM,Action,11-15/09,Marilene Correia PT,5.0,7.0,0.0459285026073595,0.005649717514124294,-4.0278785093235205,-4.305861548271409
2010,AM,Ibope,10-12/09,Eduardo Braga PMDB,1.0,1.0,0.420690731757751,0.47619047619047616,5.549974443272515,5.221547497948521
2010,AM,Ibope,10-12/09,Vanessa Grazziotin PCdoB,2.0,2.0,0.2288585876896172,0.23214285714285715,0.3284269453239952,0.0
2010,AM,Ibope,10-12/09,Artur Virgílio Neto PSDB,3.0,3.0,0.2191385935801105,0.20238095238095238,-1.6757641199158124,-2.004191065239808
2010,AM,Ibope,10-12/09,Jefferson Praia PDT,4.0,4.0,0.0827451059081443,0.05357142857142857,-2.917367733671573,-3.2457946789955674
2010,AM,Ibope,10-12/09,Marilene Correia PT,5.0,5.0,0.0459285026073595,0.02976190476190476,-1.6166597845454738,-1.9450867298694696
2010,AM,Ibope,10-12/09,Tarcísio Leão PSTU,7.0,6.0,0.001057363949841,0.005952380952380952,0.48950170025399525,0.16107475493000223
2010,AM,Perspectiva,16-22/09,Eduardo Braga PMDB,1.0,1.0,0.420690731757751,0.43333333333333335,1.2642601575582335,-0.2943255179244879
2010,AM,Perspectiva,16-22/09,Vanessa Grazziotin PCdoB,2.0,2.0,0.2288585876896172,0.24444444444444444,1.5585856754827239,0.0
2010,AM,Perspectiva,16-22/09,Artur Virgílio Neto PSDB,3.0,3.0,0.2191385935801105,0.2222222222222222,0.3083628642111702,-1.2502228112715537
2010,AM,Perspectiva,16-22/09,Jefferson Praia PDT,4.0,4.0,0.0827451059081443,0.05555555555555555,-2.7189550352588743,-4.277540710741599
2010,AM,Perspectiva,16-22/09,Marilene Correia PT,5.0,5.0,0.0459285026073595,0.044444444444444446,-0.1484058162915053,-1.7069914917742324
2010,AP,Escutec,18-21/09,João Capiberibe PSB,2.0,1.0,0.1994579397107478,0.24074074074074073,4.128280102999293,1.8518518518518516
2010,AP,Escutec,18-21/09,Gilvam Borges PMDB,3.0,2.0,0.1856180699033832,0.2222222222222222,3.660415231883901,1.3839869807364598
2010,AP,Escutec,18-21/09,Randolfe Rodrigues PSOL,1.0,3.0,0.3117674938684606,0.2222222222222222,-8.954527164623837,-11.230955415771279
2010,AP,Escutec,18-21/09,Waldez Góes PDT,4.0,4.0,0.1637393263666162,0.21604938271604937,5.231005634943317,2.9545773837958755
2010,AP,Escutec,18-21/09,Papaléo Paes PSDB,5.0,5.0,0.0730400931349767,0.07407407407407407,0.10339809390973731,-2.1730301572377027
