ano,uf,pagina,url,tabela,linha,periodo_campo,instituto,margem_erro_texto,margem_erro_pp,formato,candidato_rotulo,percentual,valor_original,contexto
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,1,16 e 17 de agosto de 2018,TV Itapoan/Real Time Big Data,,,duas_mencoes_agregadas,Santos (PCO),0.0,0%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,1,16 e 17 de agosto de 2018,TV Itapoan/Real Time Big Data,,,duas_mencoes_agregadas,Cotrim (PRTB),2.0,2%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Wagner (PT),34.0,34%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Lázaro (PSC),23.0,23%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Jutahy (PSDB),14.0,14%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Coronel (PSD),7.0,7%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Vianna (MDB),6.0,6%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Nogueira (PSOL),5.0,5%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Maurício (DC),5.0,5%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Rangel (PSL),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,José (REDE),3.0,3%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Santos (PCO),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,2,19 a 21 de agosto de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Cotrim (PRTB),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Wagner (PT),41.0,41%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Lázaro (PSC),22.0,22%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Jutahy (PSDB),11.0,11%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Coronel (PSD),15.0,15%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Vianna (MDB),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Nogueira (PSOL),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Maurício (DC),3.0,3%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Rangel (PSL),3.0,3%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,José (REDE),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Santos (PCO),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,3,15 a 17 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Cotrim (PRTB),0.0,0%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Wagner (PT),43.0,43%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Lázaro (PSC),26.0,26%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Jutahy (PSDB),14.0,14%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Coronel (PSD),22.0,22%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Vianna (MDB),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Nogueira (PSOL),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Maurício (DC),2.0,2%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Rangel (PSL),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,José (REDE),2.0,2%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Santos (PCO),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,4,23 a 25 de setembro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Cotrim (PRTB),1.0,1%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Wagner (PT),44.0,44%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Lázaro (PSC),30.0,30%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Jutahy (PSDB),13.0,13%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Coronel (PSD),27.0,27%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Vianna (MDB),4.0,4%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Nogueira (PSOL),3.0,3%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
2018,BA,Eleições estaduais na Bahia em 2018,https://pt.wikipedia.org/wiki/Elei%C3%A7%C3%B5es_estaduais_na_Bahia_em_2018,1,5,04 a 6 de outubro de 2018,TV Bahia/Ibope,,,duas_mencoes_agregadas,Maurício (DC),3.0,3%,"Pesquisas para senador | Pesquisa para governador | Primeiro turno | Pesquisas eleitorais | Levando em conta que para o Senado o eleitor irá votar duas vezes, as pesquisas possuem um universo de 200%. | Pesquisas para senador[editar | editar código]"
